432	>	1	>	4	>	3	>	2	>	2	>	3	>	
532	>	2	>	5	>	3	>	2	>	2	>	4	>	
543	>	3	>	5	>	4	>	3	>	3	>	4	>	
542	>	4	>	5	>	4	>	2	>	2	>	3	>	
632	>	5	>	6	>	3	>	2	>	2	>	6	>	
642	>	6	>	6	>	4	>	2	>	2	>	3	>	
652	>	7	>	6	>	5	>	2	>	2	>	3	>	
643	>	8	>	6	>	4	>	3	>	3	>	6	>	
653	>	9	>	6	>	5	>	3	>	3	>	4	>	
654	>	10	>	6	>	5	>	4	>	4	>	5	>	
732	>	11	>	7	>	3	>	2	>	2	>	7	>	
742	>	12	>	7	>	4	>	2	>	2	>	5	>	
752	>	13	>	7	>	5	>	2	>	2	>	3	>	
762	>	14	>	7	>	6	>	2	>	2	>	3	>	
753	>	15	>	7	>	5	>	3	>	3	>	5	>	
763	>	16	>	7	>	6	>	3	>	3	>	4	>	
754	>	17	>	7	>	5	>	4	>	4	>	9	>	
764	>	18	>	7	>	6	>	4	>	4	>	5	>	
765	>	19	>	7	>	6	>	5	>	5	>	6	>	
743	>	20	>	7	>	4	>	3	>	3	>	12	>	
832	>	21	>	8	>	3	>	2	>	2	>	11	>	
843	>	22	>	8	>	4	>	3	>	3	>	14	>	
842	>	23	>	8	>	4	>	2	>	2	>	6	>	
852	>	24	>	8	>	5	>	2	>	2	>	4	>	
872	>	25	>	8	>	7	>	2	>	2	>	3	>	
853	>	26	>	8	>	5	>	3	>	3	>	8	>	
873	>	27	>	8	>	7	>	3	>	3	>	4	>	
854	>	28	>	8	>	5	>	4	>	4	>	20	>	
864	>	29	>	8	>	6	>	4	>	4	>	7	>	
874	>	30	>	8	>	7	>	4	>	4	>	5	>	
865	>	31	>	8	>	6	>	5	>	5	>	12	>	
875	>	32	>	8	>	7	>	5	>	5	>	6	>	
876	>	33	>	8	>	7	>	6	>	6	>	7	>	
863	>	34	>	8	>	6	>	3	>	3	>	4	>	
862	>	35	>	8	>	6	>	2	>	2	>	3	>	
943	>	36	>	9	>	4	>	3	>	3	>	25	>	
932	>	37	>	9	>	3	>	2	>	2	>	12	>	
942	>	38	>	9	>	4	>	2	>	2	>	8	>	
952	>	39	>	9	>	5	>	2	>	2	>	5	>	
962	>	40	>	9	>	6	>	2	>	2	>	3	>	
972	>	41	>	9	>	7	>	2	>	2	>	3	>	
982	>	42	>	9	>	8	>	2	>	2	>	3	>	
953	>	43	>	9	>	5	>	3	>	3	>	12	>	
963	>	44	>	9	>	6	>	3	>	3	>	7	>	
973	>	45	>	9	>	7	>	3	>	3	>	4	>	
983	>	46	>	9	>	8	>	3	>	3	>	4	>	
954	>	47	>	9	>	5	>	4	>	4	>	30	>	
964	>	48	>	9	>	6	>	4	>	4	>	12	>	
974	>	49	>	9	>	7	>	4	>	4	>	6	>	
984	>	50	>	9	>	8	>	4	>	4	>	5	>	
965	>	51	>	9	>	6	>	5	>	5	>	30	>	
975	>	52	>	9	>	7	>	5	>	5	>	9	>	
985	>	53	>	9	>	8	>	5	>	5	>	6	>	
976	>	54	>	9	>	7	>	6	>	6	>	16	>	
986	>	55	>	9	>	8	>	6	>	6	>	7	>	
987	>	56	>	9	>	8	>	7	>	7	>	8	>	
1032	>	57	>	10	>	3	>	2	>	2	>	17	>	
1042	>	58	>	10	>	4	>	2	>	2	>	9	>	
1052	>	59	>	10	>	5	>	2	>	2	>	6	>	
1072	>	60	>	10	>	7	>	2	>	2	>	3	>	
1092	>	61	>	10	>	9	>	2	>	2	>	3	>	
1043	>	62	>	10	>	4	>	3	>	3	>	30	>	
1053	>	63	>	10	>	5	>	3	>	3	>	17	>	
1063	>	64	>	10	>	6	>	3	>	3	>	10	>	
1073	>	65	>	10	>	7	>	3	>	3	>	6	>	
1093	>	66	>	10	>	9	>	3	>	3	>	4	>	
1054	>	67	>	10	>	5	>	4	>	4	>	51	>	
1064	>	68	>	10	>	6	>	4	>	4	>	20	>	
1074	>	69	>	10	>	7	>	4	>	4	>	10	>	
1084	>	70	>	10	>	8	>	4	>	4	>	5	>	
1094	>	71	>	10	>	9	>	4	>	4	>	5	>	
1065	>	72	>	10	>	6	>	5	>	5	>	50	>	
1085	>	73	>	10	>	8	>	5	>	5	>	8	>	
1095	>	74	>	10	>	9	>	5	>	5	>	6	>	
1076	>	75	>	10	>	7	>	6	>	6	>	45	>	
1086	>	76	>	10	>	8	>	6	>	6	>	12	>	
1096	>	77	>	10	>	9	>	6	>	6	>	7	>	
1087	>	78	>	10	>	8	>	7	>	7	>	20	>	
1097	>	79	>	10	>	9	>	7	>	7	>	8	>	
1098	>	80	>	10	>	9	>	8	>	8	>	9	>	
1082	>	81	>	10	>	8	>	2	>	2	>	3	>	
1062	>	82	>	10	>	6	>	2	>	2	>	4	>	
1075	>	83	>	10	>	7	>	5	>	5	>	20	>	
1083	>	84	>	10	>	8	>	3	>	3	>	4	>	
1132	>	85	>	11	>	3	>	2	>	2	>	19	>	
1197	>	86	>	11	>	9	>	7	>	7	>	15	>	
1142	>	87	>	11	>	4	>	2	>	2	>	11	>	
1152	>	88	>	11	>	5	>	2	>	2	>	7	>	
1162	>	89	>	11	>	6	>	2	>	2	>	6	>	
1172	>	90	>	11	>	7	>	2	>	2	>	4	>	
1182	>	91	>	11	>	8	>	2	>	2	>	3	>	
1192	>	92	>	11	>	9	>	2	>	2	>	3	>	
11102	>	93	>	11	>	10	>	2	>	2	>	3	>	
1143	>	94	>	11	>	4	>	3	>	3	>	47	>	
1153	>	95	>	11	>	5	>	3	>	3	>	20	>	
1163	>	96	>	11	>	6	>	3	>	3	>	11	>	
1173	>	97	>	11	>	7	>	3	>	3	>	8	>	
1183	>	98	>	11	>	8	>	3	>	3	>	5	>	
1193	>	99	>	11	>	9	>	3	>	3	>	4	>	
11103	>	100	>	11	>	10	>	3	>	3	>	4	>	
1154	>	101	>	11	>	5	>	4	>	4	>	66	>	
1164	>	102	>	11	>	6	>	4	>	4	>	32	>	
1174	>	103	>	11	>	7	>	4	>	4	>	17	>	
1184	>	104	>	11	>	8	>	4	>	4	>	9	>	
1194	>	105	>	11	>	9	>	4	>	4	>	5	>	
11104	>	106	>	11	>	10	>	4	>	4	>	5	>	
1165	>	107	>	11	>	6	>	5	>	5	>	100	>	
1175	>	108	>	11	>	7	>	5	>	5	>	34	>	
1185	>	109	>	11	>	8	>	5	>	5	>	16	>	
1195	>	110	>	11	>	9	>	5	>	5	>	7	>	
11105	>	111	>	11	>	10	>	5	>	5	>	6	>	
1176	>	112	>	11	>	7	>	6	>	6	>	84	>	
1186	>	113	>	11	>	8	>	6	>	6	>	29	>	
1196	>	114	>	11	>	9	>	6	>	6	>	10	>	
11106	>	115	>	11	>	10	>	6	>	6	>	7	>	
1187	>	116	>	11	>	8	>	7	>	7	>	63	>	
11107	>	117	>	11	>	10	>	7	>	7	>	8	>	
11108	>	118	>	11	>	10	>	8	>	8	>	9	>	
1198	>	119	>	11	>	9	>	8	>	8	>	25	>	
1232	>	120	>	12	>	3	>	2	>	2	>	24	>	
1242	>	121	>	12	>	4	>	2	>	2	>	12	>	
1272	>	122	>	12	>	7	>	2	>	2	>	5	>	
12112	>	123	>	12	>	11	>	2	>	2	>	3	>	
1243	>	124	>	12	>	4	>	3	>	3	>	57	>	
1253	>	125	>	12	>	5	>	3	>	3	>	29	>	
1293	>	126	>	12	>	9	>	3	>	3	>	4	>	
12113	>	127	>	12	>	11	>	3	>	3	>	4	>	
1254	>	128	>	12	>	5	>	4	>	4	>	113	>	
1264	>	129	>	12	>	6	>	4	>	4	>	41	>	
1274	>	130	>	12	>	7	>	4	>	4	>	24	>	
1284	>	131	>	12	>	8	>	4	>	4	>	12	>	
1294	>	132	>	12	>	9	>	4	>	4	>	8	>	
12114	>	133	>	12	>	11	>	4	>	4	>	5	>	
1265	>	134	>	12	>	6	>	5	>	5	>	132	>	
1275	>	135	>	12	>	7	>	5	>	5	>	59	>	
1285	>	136	>	12	>	8	>	5	>	5	>	26	>	
1295	>	137	>	12	>	9	>	5	>	5	>	12	>	
12105	>	138	>	12	>	10	>	5	>	5	>	6	>	
12115	>	139	>	12	>	11	>	5	>	5	>	6	>	
1276	>	140	>	12	>	7	>	6	>	6	>	176	>	
1286	>	141	>	12	>	8	>	6	>	6	>	51	>	
1296	>	142	>	12	>	9	>	6	>	6	>	22	>	
12106	>	143	>	12	>	10	>	6	>	6	>	9	>	
12116	>	144	>	12	>	11	>	6	>	6	>	7	>	
1287	>	145	>	12	>	8	>	7	>	7	>	126	>	
1297	>	146	>	12	>	9	>	7	>	7	>	40	>	
12107	>	147	>	12	>	10	>	7	>	7	>	12	>	
12117	>	148	>	12	>	11	>	7	>	7	>	8	>	
12118	>	149	>	12	>	11	>	8	>	8	>	9	>	
12108	>	150	>	12	>	10	>	8	>	8	>	18	>	
1298	>	151	>	12	>	9	>	8	>	8	>	84	>	
1262	>	152	>	12	>	6	>	2	>	2	>	6	>	
1252	>	153	>	12	>	5	>	2	>	2	>	9	>	
12102	>	154	>	12	>	10	>	2	>	2	>	3	>	
1292	>	155	>	12	>	9	>	2	>	2	>	3	>	
12103	>	156	>	12	>	10	>	3	>	3	>	4	>	
12104	>	157	>	12	>	10	>	4	>	4	>	5	>	
1263	>	158	>	12	>	6	>	3	>	3	>	15	>	
1273	>	159	>	12	>	7	>	3	>	3	>	11	>	
1282	>	160	>	12	>	8	>	2	>	2	>	3	>	
1283	>	161	>	12	>	8	>	3	>	3	>	6	>	
13103	>	162	>	13	>	10	>	3	>	3	>	4	>	
13115	>	163	>	13	>	11	>	5	>	5	>	6	>	
1332	>	164	>	13	>	3	>	2	>	2	>	26	>	
1342	>	165	>	13	>	4	>	2	>	2	>	13	>	
1352	>	166	>	13	>	5	>	2	>	2	>	10	>	
1362	>	167	>	13	>	6	>	2	>	2	>	7	>	
1372	>	168	>	13	>	7	>	2	>	2	>	6	>	
1382	>	169	>	13	>	8	>	2	>	2	>	4	>	
1392	>	170	>	13	>	9	>	2	>	2	>	3	>	
13102	>	171	>	13	>	10	>	2	>	2	>	3	>	
13112	>	172	>	13	>	11	>	2	>	2	>	3	>	
13122	>	173	>	13	>	12	>	2	>	2	>	3	>	
1343	>	174	>	13	>	4	>	3	>	3	>	78	>	
1353	>	175	>	13	>	5	>	3	>	3	>	34	>	
1363	>	176	>	13	>	6	>	3	>	3	>	21	>	
1373	>	177	>	13	>	7	>	3	>	3	>	13	>	
1383	>	178	>	13	>	8	>	3	>	3	>	10	>	
1393	>	179	>	13	>	9	>	3	>	3	>	6	>	
13113	>	180	>	13	>	11	>	3	>	3	>	4	>	
13123	>	181	>	13	>	12	>	3	>	3	>	4	>	
1354	>	182	>	13	>	5	>	4	>	4	>	157	>	
